public_case_id,base_score_id,base_musicxml_path,prompt,expected_edit_actions_json,tags_json,difficulty
pe_0056,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Add a rehearsal mark K at the start of measure 178.,"[{""args"":{""measure_number"":178,""text"":""K""},""name"":""add_rehearsal_mark""}]","[""rehearsal-mark"",""layout"",""single-edit"",""simple_single_edit""]",easy
pe_0057,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Put an f dynamic on the Oboe 1 part on beat 1 of measure 44.,"[{""args"":{""beat"":1,""level"":""f"",""measure_number"":44,""part"":""Oboe 1""},""name"":""add_dynamic""}]","[""dynamic"",""woodwinds"",""entrance"",""simple_single_edit""]",easy
pe_0058,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Change the time signature to 3/4 at measure 78.,"[{""args"":{""measure_number"":78,""time_signature"":""3/4""},""name"":""set_time_signature""}]","[""time-signature"",""structural"",""layout"",""structural_layout""]",easy
pe_0059,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Replace the full-bar rest in Trumpet 1 at measure 103 with the same thing it the Trumpet 1 plays in measure 102. Don't include the fortissimo.,"[{""args"":{""beat"":1,""measure"":103,""part"":""D Trumpet 1"",""voice"":1},""name"":""remove_note""},{""args"":{""beat"":1,""duration"":""eighth"",""measure"":103,""part"":""D Trumpet 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""articulation_type"":""staccato"",""beat"":1,""measure_number"":103,""part"":""D Trumpet 1"",""voice"":1},""name"":""add_articulation""},{""args"":{""beat"":1.5,""dots"":1,""duration"":""16th"",""measure"":103,""part"":""D Trumpet 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""articulation_type"":""staccato"",""beat"":1.5,""measure_number"":103,""part"":""D Trumpet 1"",""voice"":1},""name"":""add_articulation""},{""args"":{""beat"":1.875,""duration"":""32nd"",""measure"":103,""part"":""D Trumpet 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""articulation_type"":""staccato"",""beat"":1.875,""measure_number"":103,""part"":""D Trumpet 1"",""voice"":1},""name"":""add_articulation""},{""args"":{""beat"":2,""duration"":""eighth"",""measure"":103,""part"":""D Trumpet 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""eighth"",""measure"":103,""part"":""D Trumpet 1"",""voice"":1},""name"":""add_rest""}]","[""compositional"",""replace-rest"",""brass"",""motif"",""compositional_insert_replace""]",hard
pe_0060,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In Violin 2, add a diminuendo from the downbeat of measure 123 to the last 16th note, then place p right on that last note.","[{""args"":{""end_beat"":2.75,""end_measure"":123,""hairpin_type"":""diminuendo"",""part"":""Violin 2"",""start_beat"":1,""start_measure"":123},""name"":""add_hairpin""},{""args"":{""beat"":2.75,""level"":""p"",""measure_number"":123,""part"":""Violin 2""},""name"":""add_dynamic""}]","[""multi-call"",""hairpin"",""dynamic"",""strings"",""multi_call_notation""]",hard
pe_0061,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"Please add a staccato to the trumpet entrance in measure 149, right on the first played note in D Trumpet 1.","[{""args"":{""articulation_type"":""staccato"",""beat"":1.5,""measure_number"":149,""part"":""D Trumpet 1"",""voice"":1},""name"":""add_articulation""}]","[""articulation"",""brass"",""single-note"",""simple_single_edit""]",easy
pe_0062,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Rewrite the Contrabass line in measure 117 so the first half of the bar is a quarter rest instead of the current rest-note pattern.,"[{""args"":{""beat"":1,""measure"":117,""part"":""Contrabass"",""voice"":1},""name"":""remove_note""},{""args"":{""beat"":1.5,""measure"":117,""part"":""Contrabass"",""voice"":1},""name"":""remove_note""},{""args"":{""beat"":1,""duration"":""quarter"",""measure"":117,""part"":""Contrabass"",""voice"":1},""name"":""add_rest""}]","[""compositional"",""replace-rhythm"",""bass"",""compositional_insert_replace""]",medium
pe_0063,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Put a crescendo in Violin 1 that goes from the note on beat 2.5 of measure 147 to the downbeat of measure 148.,"[{""args"":{""end_beat"":1,""end_measure"":148,""hairpin_type"":""crescendo"",""part"":""Violin 1"",""start_beat"":2.5,""start_measure"":147},""name"":""add_hairpin""}]","[""dynamic"",""hairpin"",""strings"",""multi-step"",""multi_call_notation""]",medium
pe_0064,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Change the last Violin 1 note in measure 175 from D6 to C6.,"[{""args"":{""beat"":2.875,""measure"":175,""new_pitch"":""C6"",""part"":""Violin 1"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""strings"",""single-note"",""simple_single_edit""]",easy
pe_0065,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"Add a diminuendo in Flute 1 from the beginning of bar 196 to the downbeat of bar 197, and place a pp at bar 197.","[{""args"":{""end_beat"":1.0,""end_measure"":197,""hairpin_type"":""diminuendo"",""part"":""Flute 1"",""start_beat"":1.0,""start_measure"":196},""name"":""add_hairpin""},{""args"":{""beat"":1.0,""level"":""pp"",""measure_number"":197,""part"":""Flute 1""},""name"":""add_dynamic""}]","[""multi-call"",""dynamic"",""hairpin"",""flute"",""multi_call_notation""]",medium
pe_0066,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In Violin 1, change the pickup sixteenth at the end of measure 36 from D5 to C#5.","[{""args"":{""beat"":2.875,""measure"":36,""new_pitch"":""C#5"",""part"":""Violin 1"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""strings"",""single-note"",""simple_single_edit""]",easy
pe_0067,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"Mark measure 195 as a first ending over the full bar, and add a repeat from 194 to 195.","[{""args"":{""end_measure"":195,""start_measure"":194,""times"":2},""name"":""add_repeat""},{""args"":{""end_measure"":195,""label"":""1."",""number"":1,""start_measure"":195},""name"":""add_ending_bracket""}]","[""repeat"",""ending_bracket"",""layout"",""navigation"",""multi_call_notation""]",medium
pe_0068,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In Flute 1, change the pitch of the second 8th note played in bar 119 to be D6.","[{""args"":{""beat"":2.5,""measure"":119,""new_pitch"":""D6"",""part"":""Flute 1"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""woodwinds"",""single-note"",""simple_single_edit""]",medium
pe_0069,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"At measure 149, add a first-ending bracket over bars 149 through 149.","[{""args"":{""end_measure"":149,""number"":1,""start_measure"":149},""name"":""add_ending_bracket""}]","[""volta"",""layout"",""structural"",""structural_layout""]",easy
pe_0070,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In Bassoon 2, make the second note of bar 196 D4 instead of C-sharp 4.","[{""args"":{""beat"":2.0,""measure"":196,""new_pitch"":""D4"",""part"":""Bassoon 2"",""voice"":1},""name"":""replace_note""}]","[""pitch-change"",""bassoon"",""single-edit"",""simple_single_edit""]",easy
pe_0071,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 111, write a short descending three-note figure in Bassoon 2 starting on beat 1 with D4 as an eighth note, followed by C#4 as an eighth note on beat 1.5, and B3 as a quarter note on beat 2.","[{""args"":{""beat"":1.0,""duration"":""eighth"",""measure"":111,""part"":""Bassoon 2"",""pitch"":""D4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""eighth"",""measure"":111,""part"":""Bassoon 2"",""pitch"":""C#4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":111,""part"":""Bassoon 2"",""pitch"":""B3"",""voice"":1},""name"":""add_note""}]","[""one_bar_creation"",""woodwinds"",""descending"",""complex_one_bar_creation""]",medium
pe_0072,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Please mark measure 81 with a 'Fine'.,"[{""args"":{""measure_number"":81},""name"":""add_fine""}]","[""navigation"",""markup"",""fine"",""simple_single_edit""]",easy
pe_0073,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 27, add a descending triplet figure for Violin 1 starting on beat 2. Write three eighth-note triplets on G5, F5, and E5.","[{""args"":{""actual_notes"":3,""beat"":2,""measure"":27,""normal_notes"":2,""part"":""Violin 1"",""pitches_and_durations"":[[""G5"",""eighth""],[""F5"",""eighth""],[""E5"",""eighth""]],""voice"":1},""name"":""add_tuplet""}]","[""tuplet"",""descending"",""strings"",""one-bar"",""complex_one_bar_creation""]",hard
pe_0074,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 177, Violin 1 plays a D5 quarter note at beat 1 then rests. Add a quick ascending 32nd-note runstarting at beat 2 with seven pitches: E5, F#5, G5, A5, B5, C6, D6, each lasting one 32nd note.","[{""args"":{""beat"":2.0,""duration"":""32nd"",""measure"":177,""part"":""Violin 1"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.125,""duration"":""32nd"",""measure"":177,""part"":""Violin 1"",""pitch"":""F#5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""32nd"",""measure"":177,""part"":""Violin 1"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.375,""duration"":""32nd"",""measure"":177,""part"":""Violin 1"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""32nd"",""measure"":177,""part"":""Violin 1"",""pitch"":""B5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.625,""duration"":""32nd"",""measure"":177,""part"":""Violin 1"",""pitch"":""C6"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""32nd"",""measure"":177,""part"":""Violin 1"",""pitch"":""D6"",""voice"":1},""name"":""add_note""}]","[""32nd-run"",""scalar"",""string"",""beat-2-fill"",""complex_run_creation""]",medium
pe_0075,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In Flute 2, measure 81, write an ascending 16th-note run starting on D5 at beat 1 and ending on D6. The pitches should be D5, E5, F5, G5, A5, Bb5, C6, D6, with each note as a 16th note.","[{""args"":{""beat"":1.0,""duration"":""16th"",""measure"":81,""part"":""Flute 2"",""pitch"":""D5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.25,""duration"":""16th"",""measure"":81,""part"":""Flute 2"",""pitch"":""E5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.5,""duration"":""16th"",""measure"":81,""part"":""Flute 2"",""pitch"":""F5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1.75,""duration"":""16th"",""measure"":81,""part"":""Flute 2"",""pitch"":""G5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.0,""duration"":""16th"",""measure"":81,""part"":""Flute 2"",""pitch"":""A5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.25,""duration"":""16th"",""measure"":81,""part"":""Flute 2"",""pitch"":""Bb5"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""16th"",""measure"":81,""part"":""Flute 2"",""pitch"":""C6"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.75,""duration"":""16th"",""measure"":81,""part"":""Flute 2"",""pitch"":""D6"",""voice"":1},""name"":""add_note""}]","[""scalar_run"",""16th_notes"",""ascending"",""woodwinds"",""complex_run_creation""]",hard
pe_0076,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 43, add a short figure to Bassoon 1: write three triplet eighth notes E3, F3, G3 starting on beat 1, then a quarter note A3 on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":43,""normal_notes"":2,""part"":""Bassoon 1"",""pitches_and_durations"":[[""E3"",""eighth""],[""F3"",""eighth""],[""G3"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":43,""part"":""Bassoon 1"",""pitch"":""A3"",""voice"":1},""name"":""add_note""}]","[""triplet"",""woodwind"",""one-bar"",""complex_one_bar_creation""]",hard
pe_0077,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 166, in Bassoon 1, place D4 as an eighth note on beat 1 followed by F4 as an eighth note on beat 2. In Bassoon 2, place A3 as a quarter note on beat 1 followed by F3 as a quarter note on beat 2. Add pp dynamic at the start for the Bassoon 1 part.","[{""args"":{""beat"":1,""duration"":""eighth"",""measure"":166,""part"":""Bassoon 1"",""pitch"":""D4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""eighth"",""measure"":166,""part"":""Bassoon 1"",""pitch"":""F4"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1,""duration"":""quarter"",""measure"":166,""part"":""Bassoon 2"",""pitch"":""A3"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""quarter"",""measure"":166,""part"":""Bassoon 2"",""pitch"":""F3"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":1,""level"":""pp"",""measure_number"":166,""part"":""Bassoon 1""},""name"":""add_dynamic""}]","[""multivoice"",""contrary_motion"",""woodwinds"",""complex_multivoice_creation""]",hard
pe_0078,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 97, add an eighth-note triplet on beat 1 in Oboe 1 with pitches G4, A4, Bb4, then place a quarter note C5 on beat 2.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":97,""normal_notes"":2,""part"":""Oboe 1"",""pitches_and_durations"":[[""G4"",""eighth""],[""A4"",""eighth""],[""Bb4"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""quarter"",""measure"":97,""part"":""Oboe 1"",""pitch"":""C5"",""voice"":1},""name"":""add_note""}]","[""tuplet"",""triplet"",""scalar-figure"",""rest-filled-measure"",""complex_run_creation""]",medium
pe_0079,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,Add a page break before measure 120 so that the next section starts fresh on a new page.,"[{""args"":{""measure_number"":120},""name"":""add_page_break""}]","[""layout"",""page_break"",""structural"",""structural_layout""]",easy
pe_0080,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 79, write a short triplet figure for Flute 2 starting on beat 1. Use three eighth-note triplet pitches: G5, A5, and Bb5, then add an eighth note on C6 at beat 2. Add a slur connecting all four notes.","[{""args"":{""actual_notes"":3,""beat"":1.0,""measure"":79,""normal_notes"":2,""part"":""Flute 2"",""pitches_and_durations"":[[""G5"",""eighth""],[""A5"",""eighth""],[""Bb5"",""eighth""]],""voice"":1},""name"":""add_tuplet""},{""args"":{""beat"":2.0,""duration"":""eighth"",""measure"":79,""part"":""Flute 2"",""pitch"":""C6"",""voice"":1},""name"":""add_note""},{""args"":{""end_beat"":2.0,""end_measure"":79,""part"":""Flute 2"",""start_beat"":1.0,""start_measure"":79,""voice"":1},""name"":""add_slur""}]","[""triplet"",""slur"",""woodwind"",""complex_one_bar_creation""]",hard
pe_0081,beethoven_op125_m1_full_bars001-200,datasets/scores/beethoven_op125_m1_full_bars001-200.musicxml,"In measure 27, extend the Flute 1 line after the opening C#6 eighth note. Add three more eighth notes on pitches D6, E6, and F6 at beats 1.5, 2.0, and 2.5 respectively, creating a four-note ascending scalar gesture. Make the added eighth notes staccato.","[{""args"":{""beat"":1.5,""duration"":""eighth"",""measure"":27,""part"":""Flute 1"",""pitch"":""D6"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2,""duration"":""eighth"",""measure"":27,""part"":""Flute 1"",""pitch"":""E6"",""voice"":1},""name"":""add_note""},{""args"":{""beat"":2.5,""duration"":""eighth"",""measure"":27,""part"":""Flute 1"",""pitch"":""F6"",""voice"":1},""name"":""add_note""},{""args"":{""articulation_type"":""staccato"",""beat"":1.5,""measure_number"":27,""part"":""Flute 1"",""voice"":1},""name"":""add_articulation""},{""args"":{""articulation_type"":""staccato"",""beat"":2,""measure_number"":27,""part"":""Flute 1"",""voice"":1},""name"":""add_articulation""},{""args"":{""articulation_type"":""staccato"",""beat"":2.5,""measure_number"":27,""part"":""Flute 1"",""voice"":1},""name"":""add_articulation""}]","[""scalar"",""woodwind"",""staccato"",""complex_run_creation""]",hard
